"customer_id";"customer_name";"customer_segment";"city";"state";"join_date";"join_date_clean";"rn";"missing_city_flag";"city_clean"
"C01333";"swati patel";"Corporate";"Nagpur";"Maharashtra";"2021-03-12";"2021-03-12";1;"No";"Nagpur"
"C01334";"Priya Iyer";"Retail";"Delhi";"Delhi";"2019-07-25";"2019-07-25";1;"No";"Delhi"
"C01335";"Arjun Singh";"Wholesale";"Kolkata";"West Bengal";"2023-11-21";"2023-11-21";1;"No";"Kolkata"
"C01336";"Arjun Patel";"Wholesale";"Bangalore";"Karnataka";"2020-01-13";"2020-01-13";1;"No";"Bangalore"
"C01337";"Leela Verma";"Corporate";"Bangalore";"Karnataka";"2023-09-30";"2023-09-30";1;"No";"Bangalore"
"C01338";"ANITA MEHTA";"Retail";"Lucknow";"Uttar Pradesh";"2020-02-20";"2020-02-20";1;"No";"Lucknow"
"C01339";"Arjun Patel";"Wholesale";"Ahmedabad";"Gujarat";"2020-09-17";"2020-09-17";1;"No";"Ahmedabad"
"C01340";"Meera Patel";"Retail";"Pune";"Maharashtra";"2024-10-03";"2024-10-03";1;"No";"Pune"
"C01341";"Ravi Chauhan";"Retail";"Jaipur";"Unknown";"2020-09-30";"2020-09-30";1;"No";"Jaipur"
"C01342";"Rahul Mehta";"Wholesale";"Lucknow";"Uttar Pradesh";"2024-02-07";"2024-02-07";1;"No";"Lucknow"
"C01343";"Anita Kumar";"Retail";"Nagpur";"Unknown";"2023-03-26";"2023-03-26";1;"No";"Nagpur"
"C01344";"Rahul Sharma";"Corporate";"Kolkata";"West Bengal";"2023-07-13";"2023-07-13";1;"No";"Kolkata"
"C01345";"Kiran Menon";"Corporate";"Pune";"Maharashtra";"2023-07-18";"2023-07-18";1;"No";"Pune"
"C01346";"Arjun Chauhan";"Retail";"Ahmedabad";"Gujarat";"2019-05-30";"2019-05-30";1;"No";"Ahmedabad"
"C01347";"Vijay Singh";"Wholesale";"Hyderabad";"Telangana";"2023-04-17";"2023-04-17";1;"No";"Hyderabad"
"C01348";"Manoj Nair";"Wholesale";"Kolkata";"Unknown";"2023-11-19";"2023-11-19";1;"No";"Kolkata"
"C01349";"Rahul Menon";"Corporate";"Bangalore";"Karnataka";"2021-09-28";"2021-09-28";1;"No";"Bangalore"
"C01350";"Rahul Sharma";"Wholesale";"Hyderabad";"Telangana";"2024-03-20";"2024-03-20";1;"No";"Hyderabad"
"C01351";"Kavya Joshi";"Wholesale";"Mumbai";"Maharashtra";"2020-02-19";"2020-02-19";1;"No";"Mumbai"
"C01352";"DEEPA RAO";"Wholesale";"Jaipur";"Rajasthan";"2019-11-16";"2019-11-16";1;"No";"Jaipur"
"C01353";"Leela Nair";"Corporate";"Ahmedabad";"Gujarat";"2024-05-17";"2024-05-17";1;"No";"Ahmedabad"
"C01354";"Amit Rao";"Wholesale";"Ahmedabad";"Gujarat";"2020-08-20";"2020-08-20";1;"No";"Ahmedabad"
"C01355";"MEERA REDDY";"Corporate";"Chennai";"Tamil Nadu";"2024-01-11";"2024-01-11";1;"No";"Chennai"
"C01356";"Manoj Das";"Wholesale";"Pune";"Maharashtra";"2019-07-28";"2019-07-28";1;"No";"Pune"
"C01357";"kiran tiwari";"Wholesale";"Kolkata";"West Bengal";"2024-09-03";"2024-09-03";1;"No";"Kolkata"
"C01358";"Amit Gupta";"Wholesale";"Pune";"Maharashtra";"2021-12-30";"2021-12-30";1;"No";"Pune"
"C01359";"Rahul Gupta";"Retail";"Delhi";"Delhi";"2021-06-21";"2021-06-21";1;"No";"Delhi"
"C01360";"Priya Verma";"Retail";"Chennai";"Tamil Nadu";"2020-09-13";"2020-09-13";1;"No";"Chennai"
"C01361";"Pooja Mishra";"Retail";"Mumbai";"Maharashtra";"2019-06-03";"2019-06-03";1;"No";"Mumbai"
"C01362";"Arjun Bhat";"Retail";"Kolkata";"West Bengal";"2024-07-14";"2024-07-14";1;"No";"Kolkata"
"C01363";"Sunita Singh";"Wholesale";"Lucknow";"Uttar Pradesh";"2024-04-04";"2024-04-04";1;"No";"Lucknow"
"C01364";"Arjun Tiwari";"Corporate";"Pune";"Maharashtra";"2020-09-29";"2020-09-29";1;"No";"Pune"
"C01365";"Arun Chauhan";"Corporate";"Chennai";"Unknown";"2024-06-02";"2024-06-02";1;"No";"Chennai"
"C01366";"Arjun Das";"Wholesale";"Kolkata";"West Bengal";"2019-07-30";"2019-07-30";1;"No";"Kolkata"
"C01367";"Arun Nair";"Wholesale";"Delhi";"Delhi";"2021-06-15";"2021-06-15";1;"No";"Delhi"
"C01368";"Neha Menon";"Retail";"Bhopal";"Madhya Pradesh";"2023-06-26";"2023-06-26";1;"No";"Bhopal"
"C01369";"Pooja Tiwari";"Retail";"Chennai";"Tamil Nadu";"2019-09-29";"2019-09-29";1;"No";"Chennai"
"C01370";"Suresh Verma";"Wholesale";"Bangalore";"Karnataka";"2022-09-29";"2022-09-29";1;"No";"Bangalore"
"C01371";"Kavya Kumar";"Wholesale";"Kolkata";"West Bengal";"2021-05-26";"2021-05-26";1;"No";"Kolkata"
"C01372";"Manoj Pillai";"Wholesale";"Chennai";"Tamil Nadu";"2020-10-14";"2020-10-14";1;"No";"Chennai"
"C01373";"Leela Das";"Retail";"Delhi";"Delhi";"2019-02-04";"2019-02-04";1;"No";"Delhi"
"C01374";"Rahul Mishra";"Retail";"Bhopal";"Madhya Pradesh";"2019-01-09";"2019-01-09";1;"No";"Bhopal"
"C01375";"SWATI PATEL";"Wholesale";"Pune";"Maharashtra";"2023-01-03";"2023-01-03";1;"No";"Pune"
"C01376";"ARUN SINGH";"Wholesale";"Pune";"Maharashtra";"2019-12-04";"2019-12-04";1;"No";"Pune"
"C01377";"PRIYA PANDEY";"Retail";"Bangalore";"Karnataka";"2024-07-01";"2024-07-01";1;"No";"Bangalore"
"C01378";"Sunita Reddy";"Corporate";"Ahmedabad";"Gujarat";"2020-07-21";"2020-07-21";1;"No";"Ahmedabad"
"C01379";"Amit Menon";"Wholesale";"Bangalore";"Karnataka";"2020-01-29";"2020-01-29";1;"No";"Bangalore"
"C01380";"Swati Pandey";"Wholesale";"Mumbai";"Maharashtra";"2020-10-28";"2020-10-28";1;"No";"Mumbai"
"C01381";"Swati Menon";"Corporate";"Hyderabad";"Telangana";"2023-07-01";"2023-07-01";1;"No";"Hyderabad"
"C01382";"Pooja Mehta";"Wholesale";"Nagpur";"Maharashtra";"2020-09-01";"2020-09-01";1;"No";"Nagpur"
"C01383";"RAHUL VERMA";"Corporate";"Delhi";"Delhi";"2020-05-31";"2020-05-31";1;"No";"Delhi"
"C01384";"Rahul Singh";"Wholesale";"Bhopal";"Madhya Pradesh";"2024-05-26";"2024-05-26";1;"No";"Bhopal"
"C01385";"pooja pillai";"Corporate";"Nagpur";"Maharashtra";"2022-05-24";"2022-05-24";1;"No";"Nagpur"
"C01386";"Vijay Bhat";"Wholesale";"Bangalore";"Karnataka";"2019-07-20";"2019-07-20";1;"No";"Bangalore"
"C01387";"Priya Reddy";"Wholesale";"Kolkata";"West Bengal";"2022-08-18";"2022-08-18";1;"No";"Kolkata"
"C01388";"Nitin Gupta";"Corporate";"Bhopal";"Madhya Pradesh";"2021-01-23";"2021-01-23";1;"No";"Bhopal"
"C01389";"Ravi Patel";"Wholesale";"Delhi";"Delhi";"2020-08-29";"2020-08-29";1;"No";"Delhi"
"C01390";"Priya Gupta";"Corporate";"Kolkata";"West Bengal";"2021-01-09";"2021-01-09";1;"No";"Kolkata"
"C01391";"Pooja Verma";"Corporate";"Pune";"Maharashtra";"2023-03-08";"2023-03-08";1;"No";"Pune"
"C01392";"suresh sharma";"Corporate";"Chennai";"Tamil Nadu";"2024-08-30";"2024-08-30";1;"No";"Chennai"
"C01393";"Arjun Chauhan";"Corporate";"Lucknow";"Uttar Pradesh";"2023-11-17";"2023-11-17";1;"No";"Lucknow"
"C01394";"Priya Menon";"Corporate";"Ahmedabad";"Gujarat";"2024-02-13";"2024-02-13";1;"No";"Ahmedabad"
"C01395";"Priya Nair";"Wholesale";"Lucknow";"Uttar Pradesh";"2024-04-27";"2024-04-27";1;"No";"Lucknow"
"C01396";"Pooja Menon";"Corporate";"Lucknow";"Uttar Pradesh";"2021-07-01";"2021-07-01";1;"No";"Lucknow"
"C01397";"Nitin Reddy";"Corporate";"Mumbai";"Maharashtra";"2021-11-06";"2021-11-06";1;"No";"Mumbai"
"C01398";"MANOJ REDDY";"Retail";"Mumbai";"Maharashtra";"2021-09-05";"2021-09-05";1;"No";"Mumbai"
"C01399";"Manoj Sharma";"Retail";"Hyderabad";"Telangana";"2023-09-04";"2023-09-04";1;"No";"Hyderabad"
"C01400";"Ravi Chauhan";"Corporate";"Nagpur";"Maharashtra";"2019-07-29";"2019-07-29";1;"No";"Nagpur"
"C01401";"Swati Tiwari";"Corporate";"Ahmedabad";"Gujarat";"2021-08-19";"2021-08-19";1;"No";"Ahmedabad"
"C01402";"Manoj Mishra";"Retail";"Ahmedabad";"Unknown";"2023-10-26";"2023-10-26";1;"No";"Ahmedabad"
"C01403";"Amit Das";"Wholesale";"Mumbai";"Maharashtra";"2021-11-23";"2021-11-23";1;"No";"Mumbai"
"C01404";"Anita Nair";"Wholesale";"Bangalore";"Karnataka";"2020-11-02";"2020-11-02";1;"No";"Bangalore"
"C01405";"Kavya Kumar";"Wholesale";"Hyderabad";"Telangana";"2019-10-08";"2019-10-08";1;"No";"Hyderabad"
"C01406";"Amit Gupta";"Retail";"Unknown";"Tamil Nadu";"2022-01-11";"2022-01-11";1;"Yes";"Unknown"
"C01407";"Anita Kumar";"Wholesale";"Delhi";"Delhi";"2024-12-29";"2024-12-29";1;"No";"Delhi"
"C01408";"nitin chauhan";"Corporate";"Lucknow";"Uttar Pradesh";"2020-01-12";"2020-01-12";1;"No";"Lucknow"
"C01409";"Kavya Patel";"Retail";"Ahmedabad";"Gujarat";"2019-12-20";"2019-12-20";1;"No";"Ahmedabad"
"C01410";"amit patel";"Retail";"Ahmedabad";"Gujarat";"2024-05-14";"2024-05-14";1;"No";"Ahmedabad"
"C01411";"Kavya Sharma";"Wholesale";"Jaipur";"Rajasthan";"2023-07-07";"2023-07-07";1;"No";"Jaipur"
"C01412";"vijay patel";"Corporate";"Kolkata";"West Bengal";"2019-10-02";"2019-10-02";1;"No";"Kolkata"
"C01413";"Neha Bhat";"Wholesale";"Jaipur";"Rajasthan";"2019-06-21";"2019-06-21";1;"No";"Jaipur"
"C01414";"priya menon";"Corporate";"Unknown";"Maharashtra";"2023-03-06";"2023-03-06";1;"Yes";"Unknown"
"C01415";"Suresh Pillai";"Retail";"Pune";"Maharashtra";"2020-01-29";"2020-01-29";1;"No";"Pune"
"C01416";"Leela Chauhan";"Retail";"Lucknow";"Uttar Pradesh";"2022-10-27";"2022-10-27";1;"No";"Lucknow"
"C01417";"Sunita Pandey";"Corporate";"Pune";"Maharashtra";"2023-10-10";"2023-10-10";1;"No";"Pune"
"C01418";"Deepa Verma";"Retail";"Hyderabad";"Telangana";"2021-11-23";"2021-11-23";1;"No";"Hyderabad"
"C01419";"Manoj Gupta";"Wholesale";"Delhi";"Delhi";"2024-08-02";"2024-08-02";1;"No";"Delhi"
"C01420";"Deepa Nair";"Retail";"Hyderabad";"Telangana";"2020-07-16";"2020-07-16";1;"No";"Hyderabad"
"C01421";"Kiran Pandey";"Retail";"Pune";"Maharashtra";"2022-09-29";"2022-09-29";1;"No";"Pune"
"C01422";"suresh kumar";"Retail";"Lucknow";"Uttar Pradesh";"2022-02-06";"2022-02-06";1;"No";"Lucknow"
"C01423";"Deepa Mishra";"Retail";"Bhopal";"Madhya Pradesh";"2022-05-02";"2022-05-02";1;"No";"Bhopal"
"C01424";"meera nair";"Wholesale";"Mumbai";"Maharashtra";"2020-01-16";"2020-01-16";1;"No";"Mumbai"
"C01425";"Suresh Reddy";"Retail";"Delhi";"Delhi";"2019-01-17";"2019-01-17";1;"No";"Delhi"
"C01426";"SUNITA BHAT";"Wholesale";"Jaipur";"Rajasthan";"2021-10-11";"2021-10-11";1;"No";"Jaipur"
"C01427";"amit das";"Corporate";"Lucknow";"Uttar Pradesh";"2019-03-10";"2019-03-10";1;"No";"Lucknow"
"C01428";"Swati Joshi";"Retail";"Bangalore";"Karnataka";"2024-09-18";"2024-09-18";1;"No";"Bangalore"
"C01429";"NEHA PILLAI";"Corporate";"Hyderabad";"Telangana";"2021-02-07";"2021-02-07";1;"No";"Hyderabad"
"C01430";"Swati Mishra";"Wholesale";"Chennai";"Tamil Nadu";"2024-12-01";"2024-12-01";1;"No";"Chennai"
"C01431";"deepa rao";"Corporate";"Jaipur";"Rajasthan";"2021-10-17";"2021-10-17";1;"No";"Jaipur"
"C01432";"Leela Kumar";"Wholesale";"Nagpur";"Unknown";"2020-04-14";"2020-04-14";1;"No";"Nagpur"
"C01433";"manoj tiwari";"Wholesale";"Bhopal";"Madhya Pradesh";"2020-05-06";"2020-05-06";1;"No";"Bhopal"
"C01434";"Neha Gupta";"Retail";"Chennai";"Tamil Nadu";"2023-06-05";"2023-06-05";1;"No";"Chennai"
"C01435";"Rahul Joshi";"Retail";"Unknown";"Uttar Pradesh";"2020-03-29";"2020-03-29";1;"Yes";"Unknown"
"C01436";"ravi pillai";"Retail";"Kolkata";"West Bengal";"2020-05-19";"2020-05-19";1;"No";"Kolkata"
"C01437";"Kavya Das";"Wholesale";"Nagpur";"Maharashtra";"2021-04-05";"2021-04-05";1;"No";"Nagpur"
"C01438";"Rahul Joshi";"Retail";"Nagpur";"Maharashtra";"2024-06-29";"2024-06-29";1;"No";"Nagpur"
"C01439";"Swati Reddy";"Wholesale";"Mumbai";"Maharashtra";"2019-09-02";"2019-09-02";1;"No";"Mumbai"
"C01440";"Nitin Chauhan";"Wholesale";"Delhi";"Delhi";"2022-02-18";"2022-02-18";1;"No";"Delhi"
"C01441";"Anita Pillai";"Wholesale";"Unknown";"Gujarat";"2022-05-26";"2022-05-26";1;"Yes";"Unknown"
"C01442";"Neha Menon";"Wholesale";"Kolkata";"West Bengal";"2024-05-21";"2024-05-21";1;"No";"Kolkata"
"C01443";"Neha Menon";"Retail";"Chennai";"Tamil Nadu";"2024-09-18";"2024-09-18";1;"No";"Chennai"
"C01444";"Rahul Kumar";"Wholesale";"Ahmedabad";"Gujarat";"2024-10-16";"2024-10-16";1;"No";"Ahmedabad"
"C01445";"DEEPA IYER";"Corporate";"Delhi";"Delhi";"2021-09-27";"2021-09-27";1;"No";"Delhi"
"C01446";"Meera Pandey";"Corporate";"Bangalore";"Karnataka";"2019-01-14";"2019-01-14";1;"No";"Bangalore"
"C01447";"Rahul Sharma";"Corporate";"Ahmedabad";"Gujarat";"2024-05-24";"2024-05-24";1;"No";"Ahmedabad"
"C01448";"vijay patel";"Wholesale";"Bhopal";"Madhya Pradesh";"2022-01-18";"2022-01-18";1;"No";"Bhopal"
"C01449";"Arun Joshi";"Corporate";"Lucknow";"Uttar Pradesh";"2023-04-06";"2023-04-06";1;"No";"Lucknow"
"C01450";"swati pandey";"Retail";"Unknown";"Maharashtra";"2024-04-14";"2024-04-14";1;"Yes";"Unknown"
"C01451";"Neha Mishra";"Retail";"Jaipur";"Unknown";"2019-11-09";"2019-11-09";1;"No";"Jaipur"
"C01452";"Sunita Tiwari";"Retail";"Jaipur";"Rajasthan";"2023-08-17";"2023-08-17";1;"No";"Jaipur"
"C01453";"meera singh";"Corporate";"Kolkata";"West Bengal";"2021-05-28";"2021-05-28";1;"No";"Kolkata"
"C01454";"VIJAY RAO";"Wholesale";"Mumbai";"Maharashtra";"2022-02-22";"2022-02-22";1;"No";"Mumbai"
"C01455";"Arun Menon";"Retail";"Pune";"Maharashtra";"2020-01-19";"2020-01-19";1;"No";"Pune"
"C01456";"Arjun Pandey";"Corporate";"Unknown";"Tamil Nadu";"2020-11-15";"2020-11-15";1;"Yes";"Unknown"
"C01457";"Ravi Bhat";"Retail";"Jaipur";"Rajasthan";"2024-08-25";"2024-08-25";1;"No";"Jaipur"
"C01458";"Arun Mehta";"Wholesale";"Mumbai";"Maharashtra";"2023-01-01";"2023-01-01";1;"No";"Mumbai"
"C01459";"Nitin Mishra";"Retail";"Bhopal";"Madhya Pradesh";"2019-03-29";"2019-03-29";1;"No";"Bhopal"
"C01460";"arjun joshi";"Retail";"Chennai";"Tamil Nadu";"2021-03-13";"2021-03-13";1;"No";"Chennai"
"C01461";"vijay joshi";"Wholesale";"Mumbai";"Maharashtra";"2020-07-04";"2020-07-04";1;"No";"Mumbai"
"C01462";"Priya Kumar";"Corporate";"Chennai";"Tamil Nadu";"2022-05-12";"2022-05-12";1;"No";"Chennai"
"C01463";"Pooja Gupta";"Retail";"Kolkata";"West Bengal";"2019-05-24";"2019-05-24";1;"No";"Kolkata"
"C01464";"Meera Patel";"Wholesale";"Delhi";"Delhi";"2019-10-27";"2019-10-27";1;"No";"Delhi"
"C01465";"rahul pillai";"Retail";"Bhopal";"Madhya Pradesh";"2024-10-31";"2024-10-31";1;"No";"Bhopal"
"C01466";"Meera Chauhan";"Corporate";"Lucknow";"Uttar Pradesh";"2020-10-06";"2020-10-06";1;"No";"Lucknow"
"C01467";"Leela Mishra";"Retail";"Kolkata";"West Bengal";"2023-12-29";"2023-12-29";1;"No";"Kolkata"
"C01468";"Arjun Das";"Retail";"Bhopal";"Madhya Pradesh";"2021-03-14";"2021-03-14";1;"No";"Bhopal"
"C01469";"Manoj Nair";"Corporate";"Kolkata";"West Bengal";"2020-04-17";"2020-04-17";1;"No";"Kolkata"
"C01470";"Rahul Verma";"Corporate";"Ahmedabad";"Gujarat";"2024-05-17";"2024-05-17";1;"No";"Ahmedabad"
"C01471";"Manoj Tiwari";"Retail";"Mumbai";"Maharashtra";"2021-08-07";"2021-08-07";1;"No";"Mumbai"
"C01472";"Rahul Mehta";"Corporate";"Lucknow";"Uttar Pradesh";"2019-12-09";"2019-12-09";1;"No";"Lucknow"
"C01473";"Suresh Chauhan";"Wholesale";"Hyderabad";"Telangana";"2020-12-31";"2020-12-31";1;"No";"Hyderabad"
"C01474";"Priya Pillai";"Retail";"Bangalore";"Karnataka";"2020-01-02";"2020-01-02";1;"No";"Bangalore"
"C01475";"Kiran Gupta";"Retail";"Jaipur";"Rajasthan";"2022-08-11";"2022-08-11";1;"No";"Jaipur"
"C01476";"Nitin Patel";"Wholesale";"Unknown";"Unknown";"2019-04-22";"2019-04-22";1;"Yes";"Unknown"
"C01477";"RAVI SHARMA";"Retail";"Bhopal";"Madhya Pradesh";"2019-12-05";"2019-12-05";1;"No";"Bhopal"
"C01478";"Vijay Bhat";"Retail";"Kolkata";"West Bengal";"2023-03-02";"2023-03-02";1;"No";"Kolkata"
"C01479";"PRIYA PANDEY";"Retail";"Pune";"Maharashtra";"2024-08-26";"2024-08-26";1;"No";"Pune"
"C01480";"Deepa Nair";"Retail";"Ahmedabad";"Gujarat";"2024-05-06";"2024-05-06";1;"No";"Ahmedabad"
"C01481";"Deepa Bhat";"Retail";"Bangalore";"Karnataka";"2024-08-15";"2024-08-15";1;"No";"Bangalore"
"C01482";"Leela Verma";"Wholesale";"Mumbai";"Maharashtra";"2019-06-30";"2019-06-30";1;"No";"Mumbai"
"C01483";"LEELA VERMA";"Wholesale";"Chennai";"Tamil Nadu";"2019-12-30";"2019-12-30";1;"No";"Chennai"
"C01484";"Kavya Chauhan";"Retail";"Jaipur";"Rajasthan";"2023-08-19";"2023-08-19";1;"No";"Jaipur"
"C01485";"Rahul Reddy";"Wholesale";"Pune";"Maharashtra";"2020-11-28";"2020-11-28";1;"No";"Pune"
"C01486";"Arun Iyer";"Corporate";"Unknown";"Madhya Pradesh";"2023-07-24";"2023-07-24";1;"Yes";"Unknown"
"C01487";"Vijay Mehta";"Corporate";"Ahmedabad";"Gujarat";"2019-03-11";"2019-03-11";1;"No";"Ahmedabad"
"C01488";"leela chauhan";"Retail";"Mumbai";"Unknown";"2020-05-16";"2020-05-16";1;"No";"Mumbai"
"C01489";"Manoj Reddy";"Retail";"Ahmedabad";"Gujarat";"2021-12-07";"2021-12-07";1;"No";"Ahmedabad"
"C01490";"Arjun Patel";"Wholesale";"Kolkata";"West Bengal";"2021-03-05";"2021-03-05";1;"No";"Kolkata"
"C01491";"Manoj Joshi";"Retail";"Jaipur";"Rajasthan";"2019-09-26";"2019-09-26";1;"No";"Jaipur"
"C01492";"Rahul Iyer";"Wholesale";"Bhopal";"Madhya Pradesh";"2022-06-13";"2022-06-13";1;"No";"Bhopal"
"C01493";"pooja nair";"Retail";"Jaipur";"Rajasthan";"2024-12-04";"2024-12-04";1;"No";"Jaipur"
"C01494";"pooja joshi";"Wholesale";"Delhi";"Unknown";"2023-05-18";"2023-05-18";1;"No";"Delhi"
"C01495";"deepa iyer";"Wholesale";"Hyderabad";"Unknown";"2023-07-10";"2023-07-10";1;"No";"Hyderabad"
"C01496";"Neha Rao";"Corporate";"Bangalore";"Karnataka";"2019-04-06";"2019-04-06";1;"No";"Bangalore"
"C01497";"Amit Bhat";"Wholesale";"Hyderabad";"Telangana";"2024-12-12";"2024-12-12";1;"No";"Hyderabad"
"C01498";"Kiran Sharma";"Corporate";"Delhi";"Delhi";"2024-08-13";"2024-08-13";1;"No";"Delhi"
"C01499";"Kiran Patel";"Wholesale";"Pune";"Maharashtra";"2019-09-10";"2019-09-10";1;"No";"Pune"
"C01500";"Suresh Verma";"Corporate";"Mumbai";"Maharashtra";"2021-04-18";"2021-04-18";1;"No";"Mumbai"
"C01501";"Vijay Joshi";"Wholesale";"Chennai";"Tamil Nadu";"2022-07-14";"2022-07-14";1;"No";"Chennai"
"C01502";"Sunita Iyer";"Retail";"Delhi";"Delhi";"2024-02-06";"2024-02-06";1;"No";"Delhi"
"C01503";"Kiran Menon";"Retail";"Unknown";"Gujarat";"2021-09-14";"2021-09-14";1;"Yes";"Unknown"
"C01504";"Arun Singh";"Retail";"Kolkata";"West Bengal";"2022-08-16";"2022-08-16";1;"No";"Kolkata"
"C01505";"Neha Verma";"Retail";"Bhopal";"Madhya Pradesh";"2024-08-30";"2024-08-30";1;"No";"Bhopal"
"C01506";"Swati Das";"Retail";"Kolkata";"West Bengal";"2024-11-18";"2024-11-18";1;"No";"Kolkata"
"C01507";"Ravi Sharma";"Retail";"Mumbai";"Unknown";"2020-03-13";"2020-03-13";1;"No";"Mumbai"
"C01508";"suresh pillai";"Retail";"Lucknow";"Unknown";"2023-03-26";"2023-03-26";1;"No";"Lucknow"
"C01509";"Suresh Bhat";"Wholesale";"Hyderabad";"Telangana";"2020-05-05";"2020-05-05";1;"No";"Hyderabad"
"C01510";"Pooja Sharma";"Corporate";"Chennai";"Tamil Nadu";"2022-11-17";"2022-11-17";1;"No";"Chennai"
"C01511";"RAHUL VERMA";"Corporate";"Delhi";"Delhi";"2022-03-20";"2022-03-20";1;"No";"Delhi"
"C01512";"Sunita Mishra";"Retail";"Jaipur";"Rajasthan";"2019-04-19";"2019-04-19";1;"No";"Jaipur"
"C01513";"Arun Gupta";"Wholesale";"Chennai";"Tamil Nadu";"2021-06-02";"2021-06-02";1;"No";"Chennai"
"C01514";"Leela Pandey";"Retail";"Chennai";"Tamil Nadu";"2023-09-10";"2023-09-10";1;"No";"Chennai"
"C01515";"Amit Singh";"Retail";"Bhopal";"Madhya Pradesh";"2020-06-16";"2020-06-16";1;"No";"Bhopal"
"C01516";"Kiran Mishra";"Corporate";"Mumbai";"Maharashtra";"2022-10-14";"2022-10-14";1;"No";"Mumbai"
"C01517";"Neha Bhat";"Wholesale";"Jaipur";"Rajasthan";"2024-10-28";"2024-10-28";1;"No";"Jaipur"
"C01518";"Sunita Kumar";"Wholesale";"Mumbai";"Maharashtra";"2019-08-15";"2019-08-15";1;"No";"Mumbai"
"C01519";"Kiran Joshi";"Wholesale";"Lucknow";"Uttar Pradesh";"2019-04-22";"2019-04-22";1;"No";"Lucknow"
"C01520";"Manoj Gupta";"Retail";"Pune";"Maharashtra";"2020-12-19";"2020-12-19";1;"No";"Pune"
"C01521";"Vijay Reddy";"Wholesale";"Mumbai";"Maharashtra";"2021-01-21";"2021-01-21";1;"No";"Mumbai"
"C01522";"pooja tiwari";"Corporate";"Kolkata";"West Bengal";"2020-08-07";"2020-08-07";1;"No";"Kolkata"
"C01523";"Leela Joshi";"Wholesale";"Hyderabad";"Unknown";"2021-09-18";"2021-09-18";1;"No";"Hyderabad"
"C01524";"DEEPA MISHRA";"Corporate";"Kolkata";"West Bengal";"2021-08-30";"2021-08-30";1;"No";"Kolkata"
"C01525";"Swati Mishra";"Corporate";"Bangalore";"Karnataka";"2023-03-14";"2023-03-14";1;"No";"Bangalore"
"C01526";"LEELA KUMAR";"Corporate";"Pune";"Maharashtra";"2019-07-14";"2019-07-14";1;"No";"Pune"
"C01527";"Kiran Rao";"Corporate";"Unknown";"Madhya Pradesh";"2021-01-14";"2021-01-14";1;"Yes";"Unknown"
"C01528";"Ravi Menon";"Corporate";"Bangalore";"Karnataka";"2023-09-20";"2023-09-20";1;"No";"Bangalore"
"C01529";"Leela Tiwari";"Corporate";"Hyderabad";"Telangana";"2024-02-12";"2024-02-12";1;"No";"Hyderabad"
"C01530";"Amit Chauhan";"Corporate";"Pune";"Maharashtra";"2021-10-13";"2021-10-13";1;"No";"Pune"
"C01531";"Rahul Das";"Wholesale";"Mumbai";"Maharashtra";"2021-03-07";"2021-03-07";1;"No";"Mumbai"
"C01532";"anita joshi";"Retail";"Hyderabad";"Telangana";"2023-10-27";"2023-10-27";1;"No";"Hyderabad"
"C01533";"Manoj Tiwari";"Retail";"Jaipur";"Unknown";"2024-04-21";"2024-04-21";1;"No";"Jaipur"
"C01534";"Rahul Iyer";"Wholesale";"Jaipur";"Unknown";"2023-12-16";"2023-12-16";1;"No";"Jaipur"
"C01535";"Anita Joshi";"Corporate";"Chennai";"Tamil Nadu";"2023-01-21";"2023-01-21";1;"No";"Chennai"
"C01536";"neha chauhan";"Corporate";"Mumbai";"Maharashtra";"2019-01-13";"2019-01-13";1;"No";"Mumbai"
"C01537";"Kavya Pillai";"Retail";"Bangalore";"Karnataka";"2023-11-14";"2023-11-14";1;"No";"Bangalore"
"C01538";"Suresh Sharma";"Retail";"Jaipur";"Rajasthan";"2020-08-23";"2020-08-23";1;"No";"Jaipur"
"C01539";"POOJA REDDY";"Corporate";"Jaipur";"Rajasthan";"2019-10-26";"2019-10-26";1;"No";"Jaipur"
"C01540";"Vijay Sharma";"Wholesale";"Delhi";"Delhi";"2020-08-19";"2020-08-19";1;"No";"Delhi"
"C01541";"Vijay Chauhan";"Wholesale";"Delhi";"Delhi";"2021-12-29";"2021-12-29";1;"No";"Delhi"
"C01542";"manoj mishra";"Corporate";"Hyderabad";"Telangana";"2019-06-16";"2019-06-16";1;"No";"Hyderabad"
"C01543";"Ravi Patel";"Retail";"Unknown";"Maharashtra";"2023-11-14";"2023-11-14";1;"Yes";"Unknown"
"C01544";"Leela Iyer";"Wholesale";"Delhi";"Delhi";"2023-05-05";"2023-05-05";1;"No";"Delhi"
"C01545";"KIRAN JOSHI";"Corporate";"Chennai";"Tamil Nadu";"2019-04-15";"2019-04-15";1;"No";"Chennai"
"C01546";"Priya Singh";"Retail";"Lucknow";"Uttar Pradesh";"2019-10-27";"2019-10-27";1;"No";"Lucknow"
"C01547";"Suresh Verma";"Retail";"Nagpur";"Maharashtra";"2023-12-21";"2023-12-21";1;"No";"Nagpur"
"C01548";"POOJA GUPTA";"Wholesale";"Chennai";"Tamil Nadu";"2024-07-21";"2024-07-21";1;"No";"Chennai"
"C01549";"Nitin Menon";"Wholesale";"Unknown";"Karnataka";"2020-07-26";"2020-07-26";1;"Yes";"Unknown"
"C01550";"Manoj Pillai";"Corporate";"Bangalore";"Karnataka";"2020-01-13";"2020-01-13";1;"No";"Bangalore"
